Zone,TMPMAX,WINDLY,SUNHRS,Irrg_Yes,Seed_Improved,Dreason_Locust,Dreason_Insects,Dreason_Wild_animals,Dreason_Hail,Dreason_Weeds,Dreason_ShortageSeed,Dreason_UseBadCrop,Dmtype_Both,Dmchem_Herbicide,Ferttype_Natural,Ferttype_Chemical,Ferttype_Both,D22a_Urea,D22a_DAP,D22a_Urea_DAP,D23_Manure,D23_Compost,D23_Manure_Compost,D23_All,Fweight,Area,Production,Crop,Irrg_No
0.0,0.26639417816990285,0.06314638201398642,0.04429524126971951,0.0,0.0,0.0,0.0,0.0,0.005291005291005291,0.0,0.0,0.01098901098901099,0.0,0.0,0.010810810810810811,0.0018957345971563982,0.0,0.0,0.003745318352059925,0.0008628127696289905,0.01226993865030675,0.00392156862745098,0.0,0.0,0.5055798441667936,0.4762861042710457,0.25600752459300946,0.0,0.016579053780832995
1.0,1.0,0.9198249585126654,0.9999999999999998,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036036036036036037,0.0,0.0,0.0,0.0,0.0,0.0030674846625766876,0.00392156862745098,0.0,0.0,0.27067436474216067,0.4792011517070026,0.24133089437871458,0.8571428571428572,0.005256773150020218
0.6666666666666667,0.0,0.39487122905664906,0.3640241177004184,0.029411764705882353,0.0032679738562091504,0.0,0.006544502617801047,0.0,0.0,0.00510204081632653,0.0,0.0,0.009324009324009324,0.0026666666666666666,0.01891891891891892,0.06919431279620854,0.08481262327416174,0.3314917127071823,0.02247191011235955,0.04227782571182054,0.017382413087934562,0.06274509803921569,0.12096774193548387,0.0,0.6721282620624982,0.6963946706761308,0.4199225649173398,0.2857142857142857,0.06591184795794582
0.6666666666666667,0.0199811553445004,0.12657914761727626,0.05633257847914863,0.4411764705882353,0.00980392156862745,0.0,0.04581151832460733,0.27722772277227725,0.1746031746031746,0.3469387755102041,0.1,0.3626373626373627,0.002331002331002331,0.013333333333333332,0.7531531531531531,0.3971563981042654,0.33136094674556216,0.6629834254143646,0.5617977528089888,0.2821397756686799,0.647239263803681,0.7725490196078432,0.6491935483870968,0.0,0.9687518651682798,0.9155998491410873,0.6114179220408786,0.0,0.7569753336029114
1.0,0.9128133915193448,0.543183078600783,0.6328094296748081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036036036036036037,0.0009478672985781991,0.0,0.0,0.0,0.0,0.005112474437627812,0.0,0.0,0.0,0.28318385067090457,0.5669876468290704,0.39495589674888987,0.7142857142857142,0.004043671653861706
0.6666666666666667,0.4301315171463127,1.0000000000000002,0.8769646242161813,0.11764705882352941,0.0,0.0,0.005235602094240838,0.0297029702970297,0.010582010582010581,0.0,0.0,0.0,0.0,0.0,0.05855855855855856,0.03886255924170616,0.09270216962524655,0.08287292817679558,0.033707865168539325,0.03364969801553063,0.06032719836400818,0.12549019607843137,0.07661290322580645,0.0,0.7357269838665326,0.7086625815952762,0.5075826913862076,0.14285714285714285,0.06833805095026284
0.0,0.26142005679379565,0.09654746376519827,0.07766742607446786,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20172448644764363,0.12404450120004445,0.0,0.7142857142857142,0.0020218358269308533
0.3333333333333333,0.43196772906820424,0.09654746376519827,0.9852455752704745,0.20588235294117646,0.0,0.0,0.05235602094240838,0.0,0.09523809523809523,0.04591836734693877,0.2,0.1208791208791209,0.03496503496503497,0.0,0.2072072072072072,0.13744075829383887,0.07100591715976332,0.08287292817679558,0.0749063670411985,0.12338222605694565,0.2065439672801636,0.050980392156862744,0.1814516129032258,0.0,0.8368867178854456,0.8419905690244344,0.5361256654339179,0.2857142857142857,0.27011726647796197
1.0,0.9128133915193448,0.543183078600783,0.6328094296748081,0.029411764705882353,0.0,0.0,0.003926701570680629,0.13861386138613863,0.0,0.1020408163265306,0.0,0.13186813186813187,0.0,0.016,0.21081081081081082,0.002843601895734597,0.0039447731755424065,0.016574585635359115,0.0,0.001725625539257981,0.22392638036809817,0.03137254901960784,0.03225806451612903,0.0,0.7029604238320144,0.7099798610069301,0.5143835241837841,0.14285714285714285,0.1403154063890012
0.0,0.199645583689688,0.06952629121952253,0.0688960852026348,0.029411764705882353,0.00980392156862745,0.0,0.18062827225130892,0.039603960396039604,0.0582010582010582,0.20918367346938774,0.2,0.17582417582417584,0.002331002331002331,0.07466666666666666,0.4036036036036036,0.07488151658767772,0.1222879684418146,0.022099447513812154,0.07865168539325842,0.08973252804141502,0.4120654396728017,0.0196078431372549,0.3588709677419355,0.0,0.845788643329275,0.8845451903429331,0.6025889114265969,0.14285714285714285,0.28103517994338856
1.0,0.838226073925135,0.641525423012638,0.5677791850545848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03873873873873874,0.008530805687203791,0.0,0.0,0.0,0.0060396893874029335,0.029652351738241312,0.0392156862745098,0.016129032258064516,0.0,0.4073335412025354,0.6701636206894763,0.43567712192967845,0.14285714285714285,0.029518803073190457
0.6666666666666667,0.37925738352506233,0.5571013194463246,0.5221000797176281,0.0,0.0032679738562091504,0.0,0.005235602094240838,0.0,0.015873015873015872,0.00510204081632653,0.2,0.0,0.046620046620046623,0.048,0.010810810810810811,0.13649289099526066,0.05128205128205129,0.20994475138121546,0.08239700374531836,0.09490940465918896,0.02147239263803681,0.023529411764705882,0.04435483870967742,0.0,0.6966511671672546,0.7608604126968646,0.5062349932276243,0.5714285714285714,0.08936514355034371
0.0,0.3000140525292636,0.17301933693543453,0.42277756403001665,0.0,0.0,0.0,0.002617801047120419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00990990990990991,0.006635071090047393,0.0019723865877712033,0.0055248618784530384,0.0149812734082397,0.0025884383088869718,0.01226993865030675,0.0,0.004032258064516129,0.0,0.5476235662257987,0.5859617997335751,0.3683610110374971,0.8571428571428572,0.02466639708855641
