,Zone,Year,PRECIP,TMPMAX,TMPMIN,RELHUM,WINDLY,SUNHRS,Irrg_Yes,Irrg_No,Seed_Improved,Seed_Not_Improved,Damage_Yes,Damage_No,Dreason_Crop_disease,Dreason_Frost,Dreason_Floods,Dreason_Locust,Dreason_Insects,Dreason_Toolittle_rain,Dreason_Toomuch_rain,Dreason_Wild_animals,Dreason_Birds,Dreason_Hail,Dreason_Weeds,Dreason_ShortageSeed,Dreason_DepletionSoil,Dreason_Security,Dreason_UseBadCrop,Dmeasure_Yes,Dmeasure_No,Dmtype_Chemical,Dmtype_NonChemical,Dmtype_Both,Dmchem_Insecticide,Dmchem_Herbicide,Dmchem_Fungicide,Dmchem_Insectcide_Her,Dmchem_Insectcide_Fun,Dmchem_Herbicide_Fung,Dmchem_All,Fert_Yes,Fert_No,Ferttype_Natural,Ferttype_Chemical,Ferttype_Both,D22a_Urea,D22a_DAP,D22a_Urea_DAP,D22a_NPS,D22a_Urea_NPS,D22a_Mixed,D23_Manure,D23_Compost,D23_Organic,D23_Manure_Compost,D23_Manure_Organic,D23_Compost_Organic,D23_All,Fweight,Area,Production,Yield
10,3,1999,53.94010359,24.80980452,12.81265372,60.32101824,1.769298782,8.411217293,0.0,4.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,721.8100000000002,4.26,4446.040999999998,29.270582281829057
11,4,1999,60.30697397,38.89251201,26.6906282,47.74326823,17.25928086,22.56899437,0.0,52.0,0.0,52.0,13.0,36.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3.0,48.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11.0,41.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,0.0,0,0.0,0.0,0,0.0,2966.17,128.66,28080.87,21.83
12,1,2000,79.61410256,27.47435897,14.375,52.59224505,1.3525641030000002,8.443013039,0.0,49.0,0.0,49.0,28.0,21.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0,1.0,47.0,2.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,13161.2,293.375,2573.395,8.771691521090753
13,2,2000,70.72199416,26.7155997,12.88435006,45.49515497,1.3525641030000002,34.86208168,0.0,93.0,0.0,93.0,80.0,13.0,37.0,5.0,3.0,0.0,23.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,0,3.0,93.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12.0,81.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.0,0.0,0,5.0,0.0,0,0.0,31568.109999999993,1221.74,8324.54,6.81
14,3,2000,77.15548821,24.91749683,9.532163433,64.16717209,1.661606474,8.280448062,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,250.47,4.26,4446.040999999998,29.270582281829057
15,4,2000,45.67453166,42.45323407,36.45002894,47.74326823,29.04733488,35.66723149,0.0,22.0,0.0,22.0,13.0,9.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,3410.3899999999994,58.76600000000001,6001.618,102.12738658407923
16,1,2001,71.11410256,29.74665968,14.49038462,52.59224505,1.391025641,8.57378227,1.0,56.0,0.0,55.0,32.0,24.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,0,1.0,55.0,1.0,1.0,53.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,17.0,40.0,14.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0,15.0,0.0,0,2.0,0.0,0,0.0,15329.56,293.375,2573.395,8.771691521090753
17,2,2001,37.59379966,26.80790739,13.01511929,45.49515497,1.391025641,34.86208168,1.0,119.0,0.0,118.0,39.0,78.0,2.0,3.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,115.0,3.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,89.0,31.0,83.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0,11.0,6.0,0,65.0,0.0,0,2.0,41973.48000000002,896.664,4763.1100000000015,5.312034385232373
18,3,2001,38.20164205,25.1867276,9.847548048,55.16717209,1.746221859,12.15984717,0.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0,0.0,0.0,0,0.0,2390.67,4.26,4446.040999999998,29.270582281829057
19,4,2001,61.17734516,38.60939644,22.52926824,47.74326823,2.734266489,10.14399476,0.0,16.0,0.0,16.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,0,0.0,0.0,0,0.0,2304.100000000001,58.76600000000001,6001.618,102.12738658407923
20,1,2002,88.98333333,28.48974359,15.23653846,52.59224505,1.3217948720000001,8.127628424,0.0,26.0,0.0,26.0,18.0,8.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,55.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,16.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,1.0,0,0.0,0.0,0,0.0,8660.29,293.375,2573.395,8.771691521090753
21,2,2002,62.26137927,27.36175354,12.73819621,45.49515497,1.3217948720000001,34.86208168,0.0,23.0,0.0,23.0,20.0,3.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,115.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,16.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,0,2.0,0.0,0,0.0,9336.73,896.664,4763.1100000000015,5.312034385232373
22,3,2002,30.90164205,25.20211221,9.116778818,57.474864399999994,1.646221859,9.582600786,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,586.92,4.26,4446.040999999998,29.270582281829057
23,4,2002,44.47500364,40.48777343,25.81533753,47.74326823,7.466489628,20.20643456,0.0,17.0,0.0,17.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1.0,0,0.0,0.0,0,0.0,3016.36,58.76600000000001,6001.618,102.12738658407923
24,1,2003,85.29102564,27.80512821,14.49038462,49.2185718,1.221794872,7.589166885,0.0,13.0,0.0,13.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0,2.0,0.0,0,0.0,3563.12,83.54,1191.85,14.27
25,2,2003,54.895909499999995,26.60790739,12.90742698,45.49515497,1.221794872,34.86208168,0.0,32.0,0.0,32.0,6.0,26.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,32.0,0.0,30.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,23.0,9.0,18.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0,4.0,1.0,0,14.0,0.0,0,0.0,13332.96,896.664,4763.1100000000015,5.312034385232373
26,3,2003,46.00891847,24.84057375,9.070624972000001,54.72399155,1.661606474,9.110720012,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,312.86,4.26,4446.040999999998,29.270582281829057
27,4,2003,94.40349202,37.20477407,26.21695356,46.15471371,10.72195181,14.56244931,0.0,6.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1018.74,58.76600000000001,6001.618,102.12738658407923
28,1,2004,80.33717949,27.95128205,14.49038462,50.32847597,1.106410256,8.266089962,0.0,49.0,0.0,49.0,23.0,25.0,12.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0.0,48.0,0.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,13.0,36.0,9.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0,9.0,0.0,0,2.0,0.0,0,0.0,15627.000000000002,398.11,5668.61,14.24
29,2,2004,61.65498981,30.99764308,21.420239600000002,45.49515497,1.106410256,34.86208168,0.0,50.0,0.0,50.0,27.0,23.0,3.0,1.0,3.0,0.0,12.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0.0,44.0,6.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.0,33.0,7.0,5.0,5.0,2.0,0.0,8.0,0.0,0.0,0,7.0,0.0,0,5.0,0.0,0,0.0,19683.06,896.664,4763.1100000000015,5.312034385232373
30,3,2004,49.80933436,24.90980452,7.770624972,44.93640286,1.700068013,7.757371139,0.0,4.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,870.08,4.26,4446.040999999998,29.270582281829057
31,4,2004,43.11785708,39.47298528,24.015933999999998,47.17295397,6.474778405,12.65373745,0.0,21.0,0.0,21.0,5.0,15.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,20.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,0,0.0,0.0,0,0.0,4267.31,58.76600000000001,6001.618,102.12738658407923
32,1,2005,105.1910256,27.94358974,14.21346154,52.27291523,1.052564103,9.768242686,0.0,19.0,0.0,19.0,5.0,14.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0,0.0,0.0,0,0.0,6085.409999999999,293.375,2573.395,8.771691521090753
33,2,2005,29.63582494,33.13238293,30.66187186,45.49515497,1.052564103,34.86208168,0.0,45.0,2.0,43.0,25.0,20.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0,0.0,45.0,0.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18.0,27.0,16.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,11.0,1.0,0,4.0,0.0,0,0.0,16803.699999999993,896.664,4763.1100000000015,5.312034385232373
34,3,2005,46.27087282,25.04826606,6.332163433,54.70563363,1.700068013,13.11342857,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,284.08,4.26,4446.040999999998,29.270582281829057
35,4,2005,68.40035125,37.33466432,23.2408268,47.74326823,5.202990657,13.24485757,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0,0.0,0.0,0,0.0,3550.600000000001,58.76600000000001,6001.618,102.12738658407923
36,1,2006,101.4022623,29.01529654,18.63090629,53.60738582,1.9646007509999999,14.59931436,0.0,19.0,0.0,19.0,5.0,14.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11.0,8.0,6.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0,5.0,0.0,0,1.0,0.0,0,0.0,5529.589999999998,293.375,537.01,1.830455901150405
37,2,2006,71.93954663,32.21692458,26.75039097,45.49515497,1.9646007509999999,34.86208168,0.0,34.0,0.0,34.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0,0.0,34.0,0.0,0.0,26.0,8.0,0.0,0.0,0.0,9.0,1.0,0,0,22.0,12.0,5.0,3.0,14.0,8.0,2.0,7.0,0.0,0.0,0,0.0,4.0,0,13.0,1.0,0,0.0,12602.62,378.92,4763.1100000000015,12.570225905204266
38,3,2006,50.25608211,24.64826606,6.501394202,56.97691477,4.3731432439999995,13.33047793,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0,0.0,590.2,4.26,4446.040999999998,29.270582281829057
39,4,2006,60.20630923,38.87872444,26.82466978,47.74326823,10.64546436,18.27193189,0.0,9.0,0.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0,0.0,9.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,5.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,5.0,0.0,0,0.0,0.0,0,0.0,1356.2000000000005,58.76600000000001,6001.618,102.12738658407923
40,1,2007,91.27184559,28.03589744,17.13901449,57.66094193,3.617143842,8.67378227,0.0,36.0,0.0,36.0,5.0,29.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,32.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.0,19.0,8.0,9.0,0.0,3.0,5.0,1.0,0.0,0.0,0,8.0,0.0,0,0.0,0.0,0,0.0,10625.37,293.375,2573.395,8.771691521090753
41,2,2007,53.41741515,34.26575209,27.07739118,45.49515497,3.617143842,34.86208168,0.0,16.0,0.0,16.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,14.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,1.0,0.0,0,0.0,4881.23,896.664,4763.1100000000015,5.312034385232373
42,3,2007,39.08455944,30.29272191,16.53046544,53.52760646,7.8508858560000006,17.02490391,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,509.28,4.26,4446.040999999998,29.270582281829057
43,4,2007,60.20630923,38.87872444,26.82466978,47.74326823,10.64546436,18.27193189,0.0,17.0,0.0,17.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,10.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,7.0,0.0,0,0.0,0.0,0,0.0,2736.28,57.42,854.2,14.88
44,1,2009,56.29229523,36.42947471,31.29339104,54.25451921,23.64829411,25.68274416,0.0,16.0,0.0,16.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0,0.0,0.0,0,0.0,5582.209999999999,293.375,2573.395,8.771691521090753
45,2,2009,57.64754224,29.80279608,19.99655074,45.49515497,23.64829411,34.86208168,0.0,55.0,0.0,55.0,15.0,40.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,49.0,2.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25.0,30.0,12.0,11.0,2.0,13.0,0.0,0.0,0.0,0.0,0,14.0,0.0,0,0.0,0.0,0,0.0,21069.489999999987,896.664,4763.1100000000015,5.312034385232373
46,3,2009,56.16830082,29.99954021,20.02959143,53.07998471,28.80958168,17.38556837,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,801.0,4.26,4446.040999999998,29.270582281829057
47,4,2009,60.20630923,38.87872444,26.82466978,47.74326823,10.64546436,18.27193189,0.0,9.0,0.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0,0.0,0.0,0,0.0,1286.85,58.76600000000001,6001.618,102.12738658407923
48,1,2010,47.70450992,39.04938172,31.48079198,49.51288775,26.98577734,30.00265117,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0,5.0,0.0,0,0.0,0.0,0,0.0,6042.699999999999,293.375,2573.395,8.771691521090753
