,A,B,C,D,E,F,G,H,I,J
76,0.5064393209471977,-0.5647142760890758,-0.4875703227506801,-0.5327814557904726,0.22524874473817344,0.29013477106365554,-0.07106951552444364,-0.14212642339210174,-0.17692687572179702,-0.19562269092168116
77,-0.6647018884297047,0.2871250106814926,-0.14115238706224467,0.609284528149708,0.10133756977413812,0.0940478348238279,0.30676296292400373,-0.19287073939630534,-0.006831443731167029,0.08254321373965945
78,0.6151594481475018,-0.5914418924993946,-0.5984102988494738,-0.6536819652117002,0.2569808691861147,0.4283048924216895,-0.22471014262843772,-0.16143486301293303,-0.32451818939818516,0.1349371896378963
79,0.3098560850619037,-0.6624033726695854,-0.563105017106193,-0.2632018840835237,0.35179588138441825,0.21686155683603264,-0.19466054811061217,0.013871856284518997,0.05606318712711125,-0.25657725746211524
80,0.3595163267581078,-0.6412732944229161,-0.613107688478688,-0.471461672446513,0.160781752969774,0.2483022528867324,-0.05375574697907738,-0.02795965208695422,0.03003443781172886,-0.17854475094732794
81,0.5151731147443159,0.21195032268805475,-0.5007315722865325,0.3452490469153805,0.17211416492894396,-0.24054654539224316,-0.279753882018403,0.07626619026679228,0.014718452016394379,-0.1891052206740363
82,-0.528516311192127,-0.6345385686086219,0.3034378916760348,-0.30036614877681544,-0.07972444474119021,-0.5663074920406067,0.21052006730343623,-0.18048161478083014,-0.04322836644624189,0.013922015693793609
83,0.4708459383921438,0.4882952025144232,-0.5008552857735746,-0.2526743849176055,0.26482984061122405,0.6079635075827061,0.4417255298131838,-0.3729201289139083,-0.16944794379226877,0.07699922682612938
84,1.4110203742179048,0.21264395421556712,0.18375645368461074,1.0349712475674941,-0.5352150927209763,0.353140796182488,-0.48002930594148757,0.07158635698009745,0.45533920901113445,0.006246519659790882
85,-0.8513829938202525,0.26257784893503205,0.27056376363373513,-0.06322236617052004,0.1016865432178164,0.022387446953061503,-0.2796971035029311,0.11607224773350107,0.04525269219916793,-0.10259219700254774
86,0.029822089643668948,0.1556103916497339,-0.5259844770683936,0.08178676848683454,-0.2262222630595349,-0.26640562298311116,0.015968197992084928,0.02754464881033685,-0.00020956902048697415,-0.21402849552000272
87,0.9240202784747393,0.5308797501012481,-0.4990721716937122,0.033148338683339024,-0.24707512853157648,-0.4512732561914478,0.07987300294598697,0.29141531985376207,-0.5609872010461209,-0.04247219294945815
88,-0.6106858913399724,5.205011933575193e-05,-0.34945845996272434,0.6842301361903064,-0.09347906870510679,-0.10066699278846065,-0.1833380684484948,-0.1199892828639786,-0.07310671741123843,-0.13016723434023475
89,-0.4995010527144928,-0.7658497019358999,0.34810718780522887,-0.2701093373761884,-0.014451187211077847,-0.2862721309185936,0.10740811284170898,-0.10666280296905357,0.07729769449234779,0.11447227761145053
90,1.5006917520933438,-0.40512808341662704,0.16508541596747786,-0.48461673115053105,0.3559535978903086,-0.4448040426558208,0.03465711073903972,0.210177681269628,-0.10400654163456223,0.11771960114295234
91,1.3830269382194484,0.054663542957716256,-0.2686252012113886,0.4178640690702275,0.23286993688083238,-0.2932951200494726,-0.090613069821798,-0.11635237105365923,0.24961137585995757,-0.24414516349408394
92,1.1302291950592758,0.614358846043032,-0.17313352333116822,0.06812495061591388,-0.054967921533498415,-0.059398496262114686,0.6043975699744075,0.3225094134683782,-0.01869894958117361,0.19377996853671367
93,0.990773309859414,0.5048695964444428,-0.32015453045022374,0.252366423972409,-0.4463603128326983,-0.4494352793523808,0.1634572488982944,0.33765202639747577,-0.5520251887781173,-0.0653056654681586
94,1.0960248559005838,0.3324114465283847,-0.20536609435497935,0.17424628470591588,-0.8950280156586906,0.012745251156289534,-0.19796325106502627,0.27221337949986685,-0.23533332022224238,0.4701071876525995
95,0.39634452612247756,0.9015211199935597,0.22375568026090603,-0.48462297598053994,-0.023935738558231362,0.44997077366447524,-0.627279848535158,-0.7301355228324298,-0.10549161557688315,0.5194806868477695
96,0.9970485555448084,0.1203744981594976,-0.13304329728567704,0.33185558564703976,-0.6271365115321743,-0.3856426473285882,-0.09411277722995454,-0.37410845358455397,-0.3816635708683316,0.19049237098524172
97,1.529155352769906,0.4241894895850891,0.2251761859893079,-0.0429628002500133,1.1404081422636452,0.13531809358099603,0.13058726976788365,0.30210012579645923,-0.1967717642474161,0.2148917791091549
98,-0.9666628595017602,-0.13916304861165504,0.4616610857913816,0.5176655704625185,0.25798379822633377,-0.029158249299219355,0.12699889740277967,0.08694146882377347,-0.11687163350494222,0.23601579570306505
99,-1.0042464553201356,0.43329536535606294,0.4098247674744026,0.3326741456844644,0.23207287893580655,0.15383886942308467,-0.20984912532908614,0.17426287449592437,-0.027115223029155446,0.037693362372747306
100,-0.6229314425767773,0.5744283845815786,0.17198914696796877,-0.17322565324955713,0.1175685970526641,-0.0006796769693202514,-0.10647467627391184,-0.01736279110835499,0.05906988401733833,-0.11350033931552078
101,-0.7174163581155424,0.6010927324737745,0.232053798887283,-0.0926514020778648,0.019107739434728325,-0.12333972238081163,-0.08811802409605941,-0.07927306793225272,-0.05462126890320634,-0.1750775359801497
102,0.5680139264230859,-0.4910499299576211,-0.40602499657276897,-0.31842875674142296,0.017514568298203612,0.36246953848654906,-0.02281590633881538,-0.11824033047808032,-0.026910855979424952,-0.14049577944479158
103,-0.9108318789931749,0.485037688184431,0.3216624006503555,0.14223624258091297,0.16767469596951382,0.09281470548014524,-0.17693407019666577,0.06925277272291434,0.0013258032057966035,-0.034828223254340464
104,1.2870818932051844,0.4454079327203197,0.2003195567738272,-0.4758324113386936,0.41749901018038676,0.02689649465683051,0.46264451584994626,0.4073194762112382,-0.22835927487334298,0.2271212848653541
105,-0.6226518221198916,0.24073139028950508,-0.25354542255139656,0.28032793976140796,0.08236407649685247,0.49207266670270267,0.48295590935314314,-0.23571629908784572,-0.1509793088980161,0.027806060329224256
106,-0.5494010629415005,-0.7940873693492717,-0.3181586507941921,0.10729709307219966,0.008852661511188794,0.19973220235362185,-0.12896015361713464,-0.055625958297671585,-0.051780851883216565,-0.17653273756272256
107,1.4613058302140034,0.5740090625859168,-0.7750692821826887,0.2740876807074788,0.9319057615991002,-0.3155073743148193,-0.06571884206583238,0.1320327382539468,-0.09523994953655147,-0.18744396323737147
108,0.6384582396848737,-0.00477463846519522,-0.11256925175684504,0.20140513743088373,-0.6811937608864334,-0.33621910223854007,0.1855853021898376,-0.0029414116080136448,0.08750508240429483,-0.24064529184293024
109,0.14689253830815394,0.3604499326140327,-0.47093859567161994,0.14285451860690696,-0.15696027912031327,-0.38540782899986176,0.12548680630228398,-0.06518920052590589,-0.3423157835425071,-0.26062168195289714
110,-0.9674185630535203,0.19724005691242988,0.37553809901266116,0.21471081875591802,0.22938336218531144,0.11667951087877701,-0.36675690695245033,0.17044953690779477,-0.0058266810895160615,-0.02021738248952094
111,1.9498442782725187,0.16424723854205858,-0.6070079451079651,0.2988336208911639,0.6248771054833241,-0.2076311602811321,-0.540679503159613,-0.03977053368688269,0.39335484892830547,0.49595620156936376
112,1.7208968466979022,0.2055849749481507,-0.41853420582930506,0.49139619937809387,0.32339221617569486,-0.5634484458702111,-0.10249354930702967,-0.013597559210779563,-0.054948920474448985,0.25910973454749675
113,0.6548416221531961,0.2948064893671029,-0.6293725441214585,-0.11416086968301557,-0.15039934105352923,-0.42765158749585186,-0.1092724112471559,0.4570063787993536,0.062454077510243025,-0.2289653259766725
114,1.0274925421055046,0.061540749198922856,-0.3789259178263473,0.2330943664149716,-0.18917760213866497,-0.3183308621318381,-0.09151195076563634,-0.14486204554500487,-0.09549420243214186,0.003723812939905428
115,1.3249705363517712,0.24196591347781923,0.171860206042751,0.02545400245454797,0.805227460895455,-0.17381479538033945,0.08448614388209287,0.1389667003073623,-0.41433848284433006,0.07749395231308481
116,-0.8332523225423054,-0.8922010673803658,-0.1320548333928988,0.2945714938409001,-0.06287885789267283,0.3076516908311264,-0.09814164238514562,0.43503700156415753,-0.015188546041210017,0.010958428727301182
117,-0.5970083619354615,0.6417521490227067,0.17022299573257285,-0.4620025733026268,-0.20695006260968812,-0.08797100265028897,0.1619085816969798,0.1397458345917597,0.1152566927621258,-0.020299726497902012
118,-0.9476536886969248,0.339223349788589,0.42856978242332283,0.11345634110491519,0.19244593682618752,-0.014183143247723693,-0.2456726879337672,0.11064250148029785,-0.12880092358333176,-0.12821075321473885
119,-0.9313850231821102,0.43519557920825397,0.4277729289427822,0.34580440337780677,0.22461664260531766,0.17249562247056335,-0.21706985650034047,0.1876085686671957,-0.028763779266268764,0.05230156298880813
120,-0.7244423077053798,0.4618799820186135,0.13895119649555665,-0.5104858772654671,-0.23531154540384888,0.0528445457403047,-0.05176488863838504,0.39185330564015064,0.25650706430815357,-0.06010344917527142
121,2.6837170408078763,-0.2613733063925244,1.6311696279609278,-0.01965053789681896,-0.3451401026384645,0.40252348426099044,0.4542208606093477,-0.057503427836886216,0.06049365651964611,-0.29901978669799445
122,-0.09924881946455609,-0.61397821126187,0.1487685485792931,-0.22710445298254697,0.21311710818927582,-0.4221000194484902,-0.007047806368195322,-0.22093538338585494,0.10202281510162024,-0.02039272913899043
123,-0.4356246731397049,-0.5196396949191553,-0.4152908628886342,-0.18048337139322032,-0.18872071591512926,0.07055020111272924,0.14978117416688483,-0.15846877354530492,-0.035625865697412086,-0.16173151592975354
124,-0.7686102879965386,0.5360173654986932,0.23769982998122005,-0.028844583593539586,0.1302080358521082,0.038492587506655095,-0.14035828025720204,0.00012752107560597077,0.02044108747015271,-0.06977064177678396
125,-1.0375777454839623,0.31800936699535787,0.33882767258381663,0.23525908136630042,0.24228624523364853,0.28340401259438847,-0.34862313241066756,0.267913813798531,0.10683450350633403,0.04950221812078192
126,-0.18250087510944568,-0.5507229097634933,0.10562905143675876,-0.13781839215813657,0.10986439272240847,-0.5150565230630394,-0.21434906057040592,-0.046788379157446686,0.12359023233223008,-0.21659858653570185
127,-0.2016881648630049,-0.5693622971160345,0.12225959286375543,-0.23109667237884385,-0.04100656127409361,-0.6147008373768676,0.15566694934049724,-0.12058344779493158,0.10024949672747027,0.1412871516759743
128,0.45027161434506835,-0.5185911915805532,-0.45547760247387337,-0.14387490794061045,0.2651066054347607,0.3735592667966585,-0.1187068855711002,-0.18565907126808756,0.018053274213417125,-0.11094693541239939
129,-0.5316440584060727,0.5962098418848556,0.1422402312424682,-0.19067869126164977,0.17673138786320752,0.009598328951696787,-0.12412951362408668,-0.011982552469969161,0.03489793141076306,-0.0897568341870058
130,0.30533280820645087,-0.6466543458594022,-0.5769003961701811,-0.2470427735281471,0.3678974927846167,0.18571877644512064,-0.15097846260270856,-0.03729823839925543,0.012888952280134187,-0.20061181060226088
131,-0.9283626491589236,0.578934683837805,0.3619416328393396,0.3028871918300795,0.24105178009891653,0.14063614996387655,-0.13039652063617124,0.024585634858950187,-0.006183779941760349,0.06060467929197626
132,-0.6662385486600423,-0.8129107431710303,0.3616595207909756,0.0002606161897450523,0.20502380519692506,-0.23919686998110465,-0.023925880901267092,-0.1849700914514714,0.018757098597556497,0.13905884661775522
133,-0.4934629925370005,0.5927621879166636,0.19531976988565242,-0.16707751680496424,0.08408528715933264,0.026556315311852992,-0.17076104917090473,-0.043218553049904816,0.08708945263481202,-0.06470230142536547
134,-0.6605960116596904,-0.7613539138865266,0.31222561462499737,-0.032672717862460864,0.19820807427705533,-0.17275327541185248,-0.041083151874938544,-0.18425236251742746,0.0005116898762818783,0.13566262120698072
135,0.902821529410722,0.453881505533077,-0.38298211166162816,0.26435360936523317,-0.17367269126074378,-0.2800515435908239,0.014567972298578457,-0.007520951071202068,-0.7151867560002301,-0.18505685638328273
136,0.03780022181107107,-0.7205302474349627,0.40233913986986103,-0.20800681273778654,0.11798184693238316,-0.1792292381755552,0.018161535077000735,-0.276734172815324,0.21333620649510804,-0.034393311486558414
137,-0.709314872498,0.3390303282169691,0.1750480853338444,-0.5278115555499803,-0.22351480220133293,-0.10630446729916253,-0.06847074911799304,0.29122739383580426,0.16170922945838417,-0.11392899405093207
138,0.015922739672493177,0.5987622287861888,-0.4339918242933877,-0.06140233834896281,-0.025488144715000598,0.41386544676662473,0.5659065187093253,-0.3202525752523135,-0.21152780678544963,-0.21488196005303367
139,-0.7637791692194309,0.2599629856089431,-0.23227106169624837,0.6651390240890259,-0.025168381553874096,0.06629636433832001,-0.0012087313695463243,-0.07314095602679306,-0.13280229395799556,-0.11658665235908115
140,2.5729898598523104,-0.3321486645450838,1.7244465321353015,0.3806221740864326,-0.0852418069651838,0.519043574269257,0.28591768446880006,-0.1602784629903462,-0.030333174564210853,-0.26760566764803995
141,-0.2457342761896834,1.1209108683512419,0.21651254903190356,-0.26816716757566655,-0.2788860175454536,0.05401346653757493,0.0996831387307524,-0.03863666888249326,-0.09562736170880495,0.22339351565455112
142,-0.5786578098303127,-0.7698433918278401,-0.3229161594162923,-0.29962826226489636,-0.3872469717360025,0.1266106337826588,0.10887197884625487,0.43090849782002816,0.09965345400755302,-0.08669754390506165
