,A,B,C,D,E,F,G,H,I,J
0,-0.7644183872288963,0.10577925850092912,0.27537383349191336,0.15321273871270727,0.23237632565258562,0.11428505866299414,0.28230500084747023,-0.1244576667070825,0.020908723969430502,0.18627046134401187
1,-0.45342655827171774,-0.8450700986905076,0.2279998856367662,-0.4416926522127671,0.03378676669324374,-0.17854625561685664,0.05835381182578895,-0.1328831815227639,0.20898487603939203,0.2047011319010074
2,0.47222328045592704,-0.5741879101617752,-0.513678939542041,-0.33000614243326265,0.4601158828997316,0.2651064692387849,-0.15621356487656307,-0.1950364847329677,-0.09006694395035504,-0.21452019911596548
3,-0.5785651530769018,-0.22031435437763686,-0.2713685288162691,0.7399657041053296,-0.08970880168276675,-0.31090530277547984,-0.06856022617885363,-0.2029300544371098,-0.02500403534801771,-0.061138697929095924
4,-0.00868468064156471,0.44486490759796965,-0.03566426550981415,0.5949576468273464,0.1220887685205655,0.5669213341906005,0.4635763087943391,0.31747011071711745,-0.24024874908103405,0.14632986309236493
5,-0.7809291667280925,0.527363978502109,0.2602088420875384,-0.0045128048828333295,0.13114590022867856,0.044669752405994426,-0.14034078578639744,0.043164458162900196,0.02264324458834255,-0.06363583908195708
6,-0.3351694679065039,0.2225184211868588,0.14116384291345221,-0.2597243714001526,0.025855617087982972,-0.055674738138913105,0.4291973446506386,-0.015854019885658266,0.12085763487407998,0.24659846632690985
7,1.9170341097769694,-0.39447558970641355,0.45599227532030634,-0.690912922156515,-0.20840904906705018,0.1563382500250712,-0.43004257117751804,0.09230979667043411,-0.41029460874215024,0.8588397688746595
8,0.8041338402960277,0.04792487640614182,-0.2812593296303349,0.09034885405134295,-0.5248818605815162,-0.38812784553965723,0.11002398025816496,0.03812678565697084,0.010930432960872495,-0.15503880592912253
9,1.5151654179682044,0.27396697539898596,0.07803474851131985,0.8153863199845439,-0.5948043279963573,0.2768818040861945,-0.44418151196719186,-0.06884027259803684,0.48012944223108384,-0.08453527121506962
10,-0.9305230589622074,0.22576662703386288,0.32950370875454515,0.08589376896148343,0.1628135649590802,0.07644039774651692,-0.3246455654014111,0.16002807732643967,0.02168939343868159,-0.06391763342242597
11,-0.015047300163177102,0.6729841185143483,0.31471413992743885,-0.345158069898141,-0.3730095012008583,0.1259150436274454,-0.19959141469616212,0.14118005953855284,0.05246829475599048,0.14245091737412421
12,-0.7239929617669325,-0.7947013898318842,-0.1106620861905687,0.20929998318989143,0.17688521056642575,0.47591913522358686,0.10049106900999807,0.030010568184511414,-0.02107610737726532,0.11782606809470315
13,-0.38314912063129414,0.04790936852830612,0.16461004910837856,-0.1398057182705878,0.04631604612779767,-0.2596404332797953,0.29276232809138997,-0.18042201268572813,0.011649879550615588,0.029293353181238574
14,-0.6207009391234121,-0.619803305984926,0.3230607018718976,0.11454881310575836,0.20032282032859924,-0.35168594215568716,0.14669081469474166,-0.2938838944182321,0.09644522220771559,0.19017197658424734
15,0.5903021937468799,-0.5944247496472527,-0.373002043557421,-0.4326355153488544,-0.332402520527316,0.2193792280784912,-0.10109852956614257,0.21196962777574865,-0.015087486410283976,-0.04320694839879449
16,-0.9064667666976256,-0.8591336318287627,0.49950616862714275,0.2831993190908334,0.284682281832528,-0.06230816496379463,-0.07649183827030323,0.11022311232107843,-0.02786869449074503,0.3035141528872192
17,0.7650963685323846,-0.5314090026035061,-0.3573542849442526,-0.5036386662236191,-0.13948074198402902,0.6182821604603286,-0.5085113915957035,-0.5541027201883958,-0.20560817516296262,0.3756192189251595
18,-0.480732931733969,-0.7671116378251612,-0.3075715005996541,-0.3481079348541957,-0.3733276015527993,0.10348745148805308,0.19958423037465636,0.29159281283211397,0.08598226900505036,-0.03022506456847221
19,0.3619770631707843,-0.6319808964854879,-0.5276679599115233,-0.3732254716060954,0.04147782896294839,0.3250485305386106,-0.12944958553811614,-0.16355584055587408,0.003978455664656028,-0.12425179866065135
20,-0.48623610534347056,-0.791825217050724,-0.3903059877601826,0.07451124210665186,-0.013696271623183372,0.26734280613213224,-0.13949945901245764,-0.09893134598064335,0.0252474550672513,-0.11818287560725314
21,0.5837712955254044,0.4173367483349757,-0.5901743384842363,-0.10076766378162381,-0.20141705856511777,-0.12991474077935092,0.05824825808959703,0.20922589681250653,0.12879173178138995,-0.06771222766239382
22,-0.5946449097616617,-0.8046570254883019,-0.3132754895150102,0.10906403402000704,0.00052948716049754,0.23292926553246035,-0.15861460627860974,-0.0034705107948885664,-0.03832648623159984,-0.16386029080428216
23,2.6044214711496187,-0.3084721505742021,1.7104270130575183,0.16082501865717186,-0.28294553690879487,0.46322277469217804,0.4162280617960114,0.028623703868623795,0.0358344210198245,-0.23393048015765544
24,0.16148618815858773,0.46335379415553085,-0.506015649736306,0.03618158106210309,-0.022947686409199728,-0.10155204456688027,0.17080154311923168,-0.01874933496587254,-0.006968993826977384,-0.1566297909798106
25,1.2463465685141215,-0.5174323732688746,0.38345605274019723,-0.11024828163492018,0.6304682253434228,-0.280779503139101,-0.20170081251832683,0.04569399312271793,-0.05149085534788727,0.05772688284515415
26,0.135285386575583,0.8004236651437957,-0.051499053451924286,-0.627300994186317,0.334883622465729,0.23236755158421635,-0.3643832655779942,-0.49634813832859564,-0.11424941758223263,0.10700393654563971
27,-0.26175324089288665,0.21330961512548566,0.14627601074050664,-0.11730405736284422,0.26485531792128886,-0.013474013095397726,0.3677314534337244,-0.13926036016891824,0.18864590057565792,0.1334407082112446
28,-0.6706093999969942,-0.8700117251665818,-0.1943565994956008,0.2922200123487617,0.08126681833613467,0.2812080605784004,-0.10725994065573544,0.02977289390085996,-0.07508751570934186,0.004770099037914368
29,-0.00963866191821628,0.47379172262166097,-0.3142042560145026,0.32941444953461707,0.18028754613063153,0.005761771740757466,0.4257245180938068,-0.16800483238551148,0.18855667678216076,0.07861596419105181
